"lat","lon"
53.625055,8.16632
53.62507166666666,8.16631
53.625076666666665,8.166308333333333
53.625085,8.166301666666667
53.62509333333333,8.166296666666666
53.625103333333335,8.166288333333334
53.62510833333333,8.166285
53.625115,8.16628
53.625123333333335,8.166271666666667
53.62512666666667,8.166268333333333
53.62513833333333,8.166255
53.62515,8.16624
53.62517166666667,8.166206666666668
53.62519,8.166163333333333
53.62519833333333,8.166118333333333
53.62521,8.166081666666667
53.625211666666665,8.166068333333333
53.62521666666667,8.166051666666666
53.62522,8.16605
53.62522333333333,8.166038333333333
53.625225,8.166023333333333
53.625231666666664,8.166001666666666
53.625231666666664,8.16601
53.625238333333336,8.162351666666666
53.625238333333336,8.162468333333333
53.625238333333336,8.165978333333333
53.625238333333336,8.16599
53.62524166666667,8.160931666666666
53.62524166666667,8.162286666666667
53.62524166666667,8.162416666666667
53.62524166666667,8.162525
53.625245,8.165965
53.62524666666667,8.160865
53.62524666666667,8.160991666666666
53.62524666666667,8.161043333333334
53.62524666666667,8.161103333333333
53.62524666666667,8.16115
53.62524666666667,8.161215
53.62524666666667,8.16128
53.62524666666667,8.161901666666667
53.62524666666667,8.16595
53.62524833333333,8.16197
53.62525,8.161843333333334
53.625251666666664,8.165938333333333
53.62525333333333,8.160788333333333
53.62525333333333,8.161343333333333
53.62525333333333,8.16178
53.62525333333333,8.16204
53.62525333333333,8.162095
53.62525333333333,8.162161666666666
53.62525333333333,8.162228333333333
53.62525333333333,8.162593333333334
53.62525333333333,8.165625
53.62525333333333,8.165676666666666
53.62525333333333,8.165773333333334
53.62525333333333,8.165815
53.62525333333333,8.165846666666667
53.62525333333333,8.165926666666667
53.625255,8.161663333333333
53.625255,8.165908333333334
53.625256666666665,8.161593333333334
53.625256666666665,8.16172
53.625256666666665,8.165916666666666
53.625258333333335,8.161401666666666
53.625258333333335,8.161463333333334
53.625258333333335,8.161521666666667
53.625258333333335,8.165725
53.625258333333335,8.165865
53.625258333333335,8.165875
53.625258333333335,8.165881666666667
53.625258333333335,8.165893333333333
53.625265,8.165555
53.62526666666667,8.162641666666667
53.625275,8.162786666666667
53.625275,8.163455
53.625276666666664,8.160768333333333
53.625276666666664,8.162715
53.625276666666664,8.162846666666667
53.625276666666664,8.163395
53.625276666666664,8.165501666666668
53.625278333333334,8.162913333333334
53.625278333333334,8.1631
53.62528,8.163033333333333
53.62528,8.163221666666667
53.62528,8.163515
53.625281666666666,8.162978333333333
53.625283333333336,8.163283333333334
53.625283333333336,8.16334
53.625283333333336,8.164285
53.625283333333336,8.16433
53.625283333333336,8.164388333333333
53.625283333333336,8.164431666666667
53.625285,8.164485
53.625285,8.164538333333333
53.625285,8.164755
53.625285,8.164808333333333
53.62528666666667,8.163166666666667
53.62528666666667,8.16358
53.62528666666667,8.164601666666666
53.62528666666667,8.16465
53.62528833333333,8.164171666666666
53.62528833333333,8.164225
53.62528833333333,8.16487
53.62529,8.163641666666667
53.62529,8.164116666666667
53.62529,8.164938333333334
53.62529,8.165291666666667
53.62529,8.165393333333334
53.62529166666667,8.163701666666666
53.62529166666667,8.165336666666667
53.62529333333333,8.164995
53.62529333333333,8.165226666666667
53.625295,8.165056666666667
53.625295,8.165111666666666
53.625295,8.16517
53.625296666666664,8.16406
53.62529833333333,8.163821666666667
53.625301666666665,8.163876666666667
53.62530833333334,8.163941666666666
53.62531,8.163991666666666
53.625656666666664,8.181048333333333
53.625656666666664,8.181111666666666
53.625656666666664,8.181178333333333
53.625661666666666,8.180993333333333
53.625661666666666,8.181241666666667
53.625663333333335,8.172918333333334
53.62566833333333,8.18094
53.62566833333333,8.181301666666666
53.62567166666667,8.180916666666667
53.625675,8.180906666666667
53.625675,8.181371666666667
53.62568,8.180885
53.62568,8.181475
53.625683333333335,8.181488333333334
53.62568666666667,8.180868333333333
53.62568666666667,8.181433333333333
53.625688333333336,8.181488333333334
53.62569,8.181488333333334
53.62569166666667,8.180853333333333
53.62569333333333,8.181488333333334
53.62569833333333,8.180838333333334
53.62569833333333,8.181485
53.625701666666664,8.180825
53.62571166666667,8.180808333333333
53.62571333333333,8.18148
53.62571833333333,8.180795
53.625725,8.180783333333334
53.625735,8.180765
53.625735,8.18147
53.625735,8.18148
53.62573666666667,8.18147
53.62573833333333,8.18143
53.62573833333333,8.181431666666667
53.62574166666667,8.181435
53.62574333333333,8.180753333333334
53.625745,8.181438333333332
53.625746666666664,8.18143
53.625746666666664,8.181478333333333
53.62575,8.181453333333334
53.62575,8.181481666666667
53.625751666666666,8.181443333333334
53.625751666666666,8.181445
53.625751666666666,8.181448333333334
53.625751666666666,8.181455
53.625753333333336,8.181433333333333
53.625753333333336,8.181451666666666
53.625753333333336,8.181453333333334
53.625753333333336,8.18147
53.625753333333336,8.181471666666667
53.625753333333336,8.181476666666667
53.625755,8.18074
53.625755,8.18145
53.625755,8.181481666666667
53.62575666666667,8.181453333333334
53.62575666666667,8.181475
53.62575833333333,8.181465
53.62575833333333,8.181475
53.62575833333333,8.18148
53.62575833333333,8.181483333333333
53.62576,8.181445
53.62576,8.181478333333333
53.62576166666667,8.181455
53.62576166666667,8.181458333333333
53.62576166666667,8.181478333333333
53.62576166666667,8.181481666666667
53.62576166666667,8.181485
53.62576333333333,8.181451666666666
53.62576333333333,8.181481666666667
53.625765,8.181406666666666
53.625765,8.181435
53.625765,8.181443333333334
53.625765,8.181445
53.625765,8.181451666666666
53.625765,8.181453333333334
53.625765,8.181455
53.625765,8.18147
53.625765,8.181475
53.625765,8.18148
53.625765,8.181481666666667
53.625765,8.181485
